,Material Class,,,,"Composition, wt.%",,,,,,,,,,,,,,,,,,,,,,,,,,,Treatment,,,,,,,,,,,Irradiation Conditions,,,,Specimen Dimensions,,,,,,,,,,,Creep properties,,,,,,,,,,,,
Reference,Alloy Group,Alloy Designation,Alloy Grade,Class,Heat,"C, wt.%","Si, wt.%","Mn, wt.%","P, wt.%","S, wt.%","Ni, wt.%","Cr, wt.%","Mo, wt.%","Al, wt.%","N, wt.%","Ti, wt.%","Fe, wt.%","Nb, wt.%","B, wt.%","Cu, wt.%","V, wt.%","Mg, wt.%","Y, wt.%","Zr, wt.%","Zn, wt.%","W, wt.%","Sn, wt.%","Co, wt.%","O, wt.%","Ta, wt.%","H, wt.%",Manufacturing,Treatment,Treatment categories,"Treatment temperature, C","Post treatment temperature, C","Post treatment time, h",Cooling,Finishing process,Microstructure,Morphology,Grain size (μm),Irradiation Dose,Irradiation Temperature,Irradiated Specimen,Irradiation Time (h),Specimen Stock Type,Specimen Shape,Specimen Size,Creep Test Type,Length (mm),Thickness (mm),Fillet radius R (mm),Width (mm),Notch,Aspect ratio (L/w),Aspect ratio (t/w),Creep Test Type,Stress (Mpa),Temperature of Creep Test (C),Creep Rupture Life (h),Minimum Creep Rate (%/h),Strain to Rupture (%),Reduction of Area (%),Time (h),Strain (%),Vacuum,Comments and Notes,Sample Identiefiers,Source
16,Stainless Steel,SS316H,H,,B-W 230,0.065,0.31,1.75,0.025,0.0175,13.5,17,2.35,0,0.05,0.02,64.58949999999999,0.01,0.003,0.2,0,0,0,0,0,0,0,0.1,0,0.01,0,,,Thermal Treatment,,1065,0.5,,,,,,,,No,,Rod,Cylindrical,Sub-Size,Uniaxial,31.75,6.35,,,unnotched,,,,152,649,4407.5,,,,,,,Table C1,286,DOI: https://doi.org/10.2172/711239
16,Stainless Steel,SS316H,H,,B-W 230,0.065,0.31,1.75,0.025,0.0175,13.5,17,2.35,0,0.05,0.02,64.58949999999999,0.01,0.003,0.2,0,0,0,0,0,0,0,0.1,0,0.01,0,,,Thermal Treatment,,1065,0.5,,,,,,,,No,,Rod,Cylindrical,Sub-Size,Uniaxial,31.75,6.35,,,unnotched,,,,228,649,67.9,,,,,,,Table C1,287,DOI: https://doi.org/10.2172/711239
16,Stainless Steel,SS316H,H,,B-W 230,0.065,0.31,1.75,0.025,0.0175,13.5,17,2.35,0,0.05,0.02,64.58949999999999,0.01,0.003,0.2,0,0,0,0,0,0,0,0.1,0,0.01,0,,,Thermal Treatment,,1065,0.5,,,,,,,,No,,Rod,Cylindrical,Sub-Size,Uniaxial,31.75,6.35,,,unnotched,,,,172,649,3499.5,,,,,,,Table C1,288,DOI: https://doi.org/10.2172/711239
16,Stainless Steel,SS316H,H,,B-W 230,0.065,0.31,1.75,0.025,0.0175,13.5,17,2.35,0,0.05,0.02,64.58949999999999,0.01,0.003,0.2,0,0,0,0,0,0,0,0.1,0,0.01,0,,,Thermal Treatment,,1065,0.5,,,,,,,,No,,Rod,Cylindrical,Sub-Size,Uniaxial,31.75,6.35,,,unnotched,,,,103,649,23146.4,,,,,,,Table C1,289,DOI: https://doi.org/10.2172/711239
16,Stainless Steel,SS316H,H,,B-W 230,0.065,0.31,1.75,0.025,0.0175,13.5,17,2.35,0,0.05,0.02,64.58949999999999,0.01,0.003,0.2,0,0,0,0,0,0,0,0.1,0,0.01,0,,,Thermal Treatment,,1065,0.5,,,,,,,,No,,Rod,Cylindrical,Sub-Size,Uniaxial,31.75,6.35,,,unnotched,,,,197,649,833.2,,,,,,,Table C1,290,DOI: https://doi.org/10.2172/711239
16,Stainless Steel,SS316H,H,,B-W 230,0.065,0.31,1.75,0.025,0.0175,13.5,17,2.35,0,0.05,0.02,64.58949999999999,0.01,0.003,0.2,0,0,0,0,0,0,0,0.1,0,0.01,0,,,Thermal Treatment,,1065,0.5,,,,,,,,No,,Rod,Cylindrical,Sub-Size,Uniaxial,31.75,6.35,,,unnotched,,,,134,649,6379.4,,,,,,,Table C1,291,DOI: https://doi.org/10.2172/711239
16,Stainless Steel,SS316H,H,,B-W 230,0.065,0.31,1.75,0.025,0.0175,13.5,17,2.35,0,0.05,0.02,64.58949999999999,0.01,0.003,0.2,0,0,0,0,0,0,0,0.1,0,0.01,0,,,Thermal Treatment,,1065,0.5,,,,,,,,No,,Rod,Cylindrical,Sub-Size,Uniaxial,31.75,6.35,,,unnotched,,,,114,649,12931.4,,,,,,,Table C1,292,DOI: https://doi.org/10.2172/711239
16,Stainless Steel,SS316H,H,,B-W 230,0.065,0.31,1.75,0.025,0.0175,13.5,17,2.35,0,0.05,0.02,64.58949999999999,0.01,0.003,0.2,0,0,0,0,0,0,0,0.1,0,0.01,0,,,Thermal Treatment,,1065,0.5,,,,,,,,No,,Rod,Cylindrical,Sub-Size,Uniaxial,31.75,6.35,,,unnotched,,,,107,649,16730.4,,,,,,,Table C1,293,DOI: https://doi.org/10.2172/711239
16,Stainless Steel,SS316H,H,,B-W 230,0.065,0.31,1.75,0.025,0.0175,13.5,17,2.35,0,0.05,0.02,64.58949999999999,0.01,0.003,0.2,0,0,0,0,0,0,0,0.1,0,0.01,0,,,Thermal Treatment,,1065,0.5,,,,,,,,No,,Rod,Cylindrical,Sub-Size,Uniaxial,31.75,6.35,,,unnotched,,,,197,649,690.4,,,,,,,Table C1,294,DOI: https://doi.org/10.2172/711239
16,Stainless Steel,SS316H,H,,B-W 230,0.065,0.31,1.75,0.025,0.0175,13.5,17,2.35,0,0.05,0.02,64.58949999999999,0.01,0.003,0.2,0,0,0,0,0,0,0,0.1,0,0.01,0,,,Thermal Treatment,,1065,0.5,,,,,,,,No,,Rod,Cylindrical,Sub-Size,Uniaxial,31.75,6.35,,,unnotched,,,,155,649,4881.5,,,,,,,Table C1,295,DOI: https://doi.org/10.2172/711239
16,Stainless Steel,SS316H,H,,B-W 230,0.065,0.31,1.75,0.025,0.0175,13.5,17,2.35,0,0.05,0.02,64.58949999999999,0.01,0.003,0.2,0,0,0,0,0,0,0,0.1,0,0.01,0,,,Thermal Treatment,,1065,0.5,,,,,,,,No,,Rod,Cylindrical,Sub-Size,Uniaxial,31.75,6.35,,,unnotched,,,,121,649,8597.9,,,,,,,Table C1,296,DOI: https://doi.org/10.2172/711239
16,Stainless Steel,SS316H,H,,HEDL2990,0.065,0.31,1.75,0.025,0.0175,13.5,17,2.35,0,0.05,0.02,64.58949999999999,0.01,0.003,0.2,0,0,0,0,0,0,0,0.1,0,0.01,0,,,Thermal Treatment,,1065,0.5,,,,,,,,No,,Rod,Cylindrical,Sub-Size,Uniaxial,31.75,6.35,,,unnotched,,,,296,649,3.5,6.079,,,,,,Table C1,297,DOI: https://doi.org/10.2172/711239
16,Stainless Steel,SS316H,H,,HEDL2990,0.065,0.31,1.75,0.025,0.0175,13.5,17,2.35,0,0.05,0.02,64.58949999999999,0.01,0.003,0.2,0,0,0,0,0,0,0,0.1,0,0.01,0,,,Thermal Treatment,,1065,0.5,,,,,,,,No,,Rod,Cylindrical,Sub-Size,Uniaxial,31.75,6.35,,,unnotched,,,,276,649,5.2,3,,,,,,Table C1,298,DOI: https://doi.org/10.2172/711239
16,Stainless Steel,SS316H,H,,HEDL2990,0.065,0.31,1.75,0.025,0.0175,13.5,17,2.35,0,0.05,0.02,64.58949999999999,0.01,0.003,0.2,0,0,0,0,0,0,0,0.1,0,0.01,0,,,Thermal Treatment,,1065,0.5,,,,,,,,No,,Rod,Cylindrical,Sub-Size,Uniaxial,31.75,6.35,,,unnotched,,,,241,649,24.9,0.911,,,,,,Table C1,299,DOI: https://doi.org/10.2172/711239
16,Stainless Steel,SS316H,H,,HEDL2990,0.065,0.31,1.75,0.025,0.0175,13.5,17,2.35,0,0.05,0.02,64.58949999999999,0.01,0.003,0.2,0,0,0,0,0,0,0,0.1,0,0.01,0,,,Thermal Treatment,,1065,0.5,,,,,,,,No,,Rod,Cylindrical,Sub-Size,Uniaxial,31.75,6.35,,,unnotched,,,,207,649,141.2,0.212,,,,,,Table C1,300,DOI: https://doi.org/10.2172/711239
16,Stainless Steel,SS316H,H,,HEDL2990,0.065,0.31,1.75,0.025,0.0175,13.5,17,2.35,0,0.05,0.02,64.58949999999999,0.01,0.003,0.2,0,0,0,0,0,0,0,0.1,0,0.01,0,,,Thermal Treatment,,1065,0.5,,,,,,,,No,,Rod,Cylindrical,Sub-Size,Uniaxial,31.75,6.35,,,unnotched,,,,207,649,95,0.341,,,,,,Table C1,301,DOI: https://doi.org/10.2172/711239
16,Stainless Steel,SS316H,H,,HEDL2990,0.065,0.31,1.75,0.025,0.0175,13.5,17,2.35,0,0.05,0.02,64.58949999999999,0.01,0.003,0.2,0,0,0,0,0,0,0,0.1,0,0.01,0,,,Thermal Treatment,,1065,0.5,,,,,,,,No,,Rod,Cylindrical,Sub-Size,Uniaxial,31.75,6.35,,,unnotched,,,,200,649,115,0.144,,,,,,Table C1,302,DOI: https://doi.org/10.2172/711239
16,Stainless Steel,SS316H,H,,HEDL2990,0.065,0.31,1.75,0.025,0.0175,13.5,17,2.35,0,0.05,0.02,64.58949999999999,0.01,0.003,0.2,0,0,0,0,0,0,0,0.1,0,0.01,0,,,Thermal Treatment,,1065,0.5,,,,,,,,No,,Rod,Cylindrical,Sub-Size,Uniaxial,31.75,6.35,,,unnotched,,,,193,649,165.4,0.0944,,,,,,Table C1,303,DOI: https://doi.org/10.2172/711239
16,Stainless Steel,SS316H,H,,HEDL2990,0.065,0.31,1.75,0.025,0.0175,13.5,17,2.35,0,0.05,0.02,64.58949999999999,0.01,0.003,0.2,0,0,0,0,0,0,0,0.1,0,0.01,0,,,Thermal Treatment,,1065,0.5,,,,,,,,No,,Rod,Cylindrical,Sub-Size,Uniaxial,31.75,6.35,,,unnotched,,,,172,649,374.5,0.0638,,,,,,Table C1,304,DOI: https://doi.org/10.2172/711239
16,Stainless Steel,SS316H,H,,HEDL2990,0.065,0.31,1.75,0.025,0.0175,13.5,17,2.35,0,0.05,0.02,64.58949999999999,0.01,0.003,0.2,0,0,0,0,0,0,0,0.1,0,0.01,0,,,Thermal Treatment,,1065,0.5,,,,,,,,No,,Rod,Cylindrical,Sub-Size,Uniaxial,31.75,6.35,,,unnotched,,,,159,649,989,0.0198,,,,,,Table C1,305,DOI: https://doi.org/10.2172/711239
16,Stainless Steel,SS316H,H,,HEDL2990,0.065,0.31,1.75,0.025,0.0175,13.5,17,2.35,0,0.05,0.02,64.58949999999999,0.01,0.003,0.2,0,0,0,0,0,0,0,0.1,0,0.01,0,,,Thermal Treatment,,1065,0.5,,,,,,,,No,,Rod,Cylindrical,Sub-Size,Uniaxial,31.75,6.35,,,unnotched,,,,152,649,1294.2,0.0159,,,,,,Table C1,306,DOI: https://doi.org/10.2172/711239
16,Stainless Steel,SS316H,H,,55319,0.065,0.31,1.75,0.025,0.0175,13.5,17,2.35,0,0.05,0.02,64.58949999999999,0.01,0.003,0.2,0,0,0,0,0,0,0,0.1,0,0.01,0,,,Thermal Treatment,,1065,0.5,,,,,,,,No,,Rod,Cylindrical,Sub-Size,Uniaxial,31.75,6.35,,,unnotched,,,,241,649,88.8,0.264,,,,,,Table C1,307,DOI: https://doi.org/10.2172/711239
16,Stainless Steel,SS316H,H,,55319,0.065,0.31,1.75,0.025,0.0175,13.5,17,2.35,0,0.05,0.02,64.58949999999999,0.01,0.003,0.2,0,0,0,0,0,0,0,0.1,0,0.01,0,,,Thermal Treatment,,1065,0.5,,,,,,,,No,,Rod,Cylindrical,Sub-Size,Uniaxial,31.75,6.35,,,unnotched,,,,207,649,367.6,0.045,,,,,,Table C1,308,DOI: https://doi.org/10.2172/711239
16,Stainless Steel,SS316H,H,,55320,0.065,0.31,1.75,0.025,0.0175,13.5,17,2.35,0,0.05,0.02,64.58949999999999,0.01,0.003,0.2,0,0,0,0,0,0,0,0.1,0,0.01,0,,,Thermal Treatment,,1065,0.5,,,,,,,,No,,Rod,Cylindrical,Sub-Size,Uniaxial,31.75,6.35,,,unnotched,,,,276,649,30.3,0.766,,,,,,Table C1,309,DOI: https://doi.org/10.2172/711239
16,Stainless Steel,SS316H,H,,55320,0.065,0.31,1.75,0.025,0.0175,13.5,17,2.35,0,0.05,0.02,64.58949999999999,0.01,0.003,0.2,0,0,0,0,0,0,0,0.1,0,0.01,0,,,Thermal Treatment,,1065,0.5,,,,,,,,No,,Rod,Cylindrical,Sub-Size,Uniaxial,31.75,6.35,,,unnotched,,,,234,649,120.6,0.17,,,,,,Table C1,310,DOI: https://doi.org/10.2172/711239
16,Stainless Steel,SS316H,H,,55320,0.065,0.31,1.75,0.025,0.0175,13.5,17,2.35,0,0.05,0.02,64.58949999999999,0.01,0.003,0.2,0,0,0,0,0,0,0,0.1,0,0.01,0,,,Thermal Treatment,,1065,0.5,,,,,,,,No,,Rod,Cylindrical,Sub-Size,Uniaxial,31.75,6.35,,,unnotched,,,,207,649,448.8,0.393,,,,,,Table C1,311,DOI: https://doi.org/10.2172/711239
16,Stainless Steel,SS316H,H,,55320,0.065,0.31,1.75,0.025,0.0175,13.5,17,2.35,0,0.05,0.02,64.58949999999999,0.01,0.003,0.2,0,0,0,0,0,0,0,0.1,0,0.01,0,,,Thermal Treatment,,1065,0.5,,,,,,,,No,,Rod,Cylindrical,Sub-Size,Uniaxial,31.75,6.35,,,unnotched,,,,179,649,970,0.21,,,,,,Table C1,312,DOI: https://doi.org/10.2172/711239
16,Stainless Steel,SS316H,H,,55320,0.065,0.31,1.75,0.025,0.0175,13.5,17,2.35,0,0.05,0.02,64.58949999999999,0.01,0.003,0.2,0,0,0,0,0,0,0,0.1,0,0.01,0,,,Thermal Treatment,,1065,0.5,,,,,,,,No,,Rod,Cylindrical,Sub-Size,Uniaxial,31.75,6.35,,,unnotched,,,,165,649,2132.6,0.00939,,,,,,Table C1,313,DOI: https://doi.org/10.2172/711239
16,Stainless Steel,SS316H,H,,55318,0.065,0.31,1.75,0.025,0.0175,13.5,17,2.35,0,0.05,0.02,64.58949999999999,0.01,0.003,0.2,0,0,0,0,0,0,0,0.1,0,0.01,0,,,Thermal Treatment,,1065,0.5,,,,,,,,No,,Rod,Cylindrical,Sub-Size,Uniaxial,31.75,6.35,,,unnotched,,,,241,649,76.9,0.309,,,,,,Table C1,314,DOI: https://doi.org/10.2172/711239
16,Stainless Steel,SS316H,H,,55318,0.065,0.31,1.75,0.025,0.0175,13.5,17,2.35,0,0.05,0.02,64.58949999999999,0.01,0.003,0.2,0,0,0,0,0,0,0,0.1,0,0.01,0,,,Thermal Treatment,,1065,0.5,,,,,,,,No,,Rod,Cylindrical,Sub-Size,Uniaxial,31.75,6.35,,,unnotched,,,,207,649,290.5,0.0568,,,,,,Table C1,315,DOI: https://doi.org/10.2172/711239
16,Stainless Steel,SS316H,H,,302-16R,0.065,0.31,1.75,0.025,0.0175,13.5,17,2.35,0,0.05,0.02,64.58949999999999,0.01,0.003,0.2,0,0,0,0,0,0,0,0.1,0,0.01,0,,,Thermal Treatment,,1065,0.5,,,,,,,,No,,Rod,Cylindrical,Sub-Size,Uniaxial,31.75,6.35,,,unnotched,,,,145,649,6000,0.00042,,,,,,Table C1,316,DOI: https://doi.org/10.2172/711239
16,Stainless Steel,SS316H,H,,B-W 232,0.065,0.31,1.75,0.025,0.0175,13.5,17,2.35,0,0.05,0.02,64.58949999999999,0.01,0.003,0.2,0,0,0,0,0,0,0,0.1,0,0.01,0,,,Thermal Treatment,,1065,0.5,,,,,,,,No,,Rod,Cylindrical,Sub-Size,Uniaxial,31.75,6.35,,,unnotched,,,,228,649,105.8,,,,,,,Table C1,317,DOI: https://doi.org/10.2172/711239
16,Stainless Steel,SS316H,H,,B-W 232,0.065,0.31,1.75,0.025,0.0175,13.5,17,2.35,0,0.05,0.02,64.58949999999999,0.01,0.003,0.2,0,0,0,0,0,0,0,0.1,0,0.01,0,,,Thermal Treatment,,1065,0.5,,,,,,,,No,,Rod,Cylindrical,Sub-Size,Uniaxial,31.75,6.35,,,unnotched,,,,172,649,3882.3,,,,,,,Table C1,318,DOI: https://doi.org/10.2172/711239
16,Stainless Steel,SS316H,H,,B-W 232,0.065,0.31,1.75,0.025,0.0175,13.5,17,2.35,0,0.05,0.02,64.58949999999999,0.01,0.003,0.2,0,0,0,0,0,0,0,0.1,0,0.01,0,,,Thermal Treatment,,1065,0.5,,,,,,,,No,,Rod,Cylindrical,Sub-Size,Uniaxial,31.75,6.35,,,unnotched,,,,145,649,5246.7,,,,,,,Table C1,319,DOI: https://doi.org/10.2172/711239
16,Stainless Steel,SS316H,H,,B-W 232,0.065,0.31,1.75,0.025,0.0175,13.5,17,2.35,0,0.05,0.02,64.58949999999999,0.01,0.003,0.2,0,0,0,0,0,0,0,0.1,0,0.01,0,,,Thermal Treatment,,1065,0.5,,,,,,,,No,,Rod,Cylindrical,Sub-Size,Uniaxial,31.75,6.35,,,unnotched,,,,110,649,14584.7,,,,,,,Table C1,320,DOI: https://doi.org/10.2172/711239
16,Stainless Steel,SS316H,H,,B-W 232,0.065,0.31,1.75,0.025,0.0175,13.5,17,2.35,0,0.05,0.02,64.58949999999999,0.01,0.003,0.2,0,0,0,0,0,0,0,0.1,0,0.01,0,,,Thermal Treatment,,1065,0.5,,,,,,,,No,,Rod,Cylindrical,Sub-Size,Uniaxial,31.75,6.35,,,unnotched,,,,197,649,391.8,,,,,,,Table C1,321,DOI: https://doi.org/10.2172/711239
16,Stainless Steel,SS316H,H,,TIMKN 372,0.065,0.31,1.75,0.025,0.0175,13.5,17,2.35,0,0.05,0.02,64.58949999999999,0.01,0.003,0.2,0,0,0,0,0,0,0,0.1,0,0.01,0,,,Thermal Treatment,,1065,0.5,,,,,,,,No,,Rod,Cylindrical,Sub-Size,Uniaxial,31.75,6.35,,,unnotched,,,,372,649,0.4,,,,,,,Table C1,322,DOI: https://doi.org/10.2172/711239
16,Stainless Steel,SS316H,H,,TIMKN 372,0.065,0.31,1.75,0.025,0.0175,13.5,17,2.35,0,0.05,0.02,64.58949999999999,0.01,0.003,0.2,0,0,0,0,0,0,0,0.1,0,0.01,0,,,Thermal Treatment,,1065,0.5,,,,,,,,No,,Rod,Cylindrical,Sub-Size,Uniaxial,31.75,6.35,,,unnotched,,,,303,649,2.4,,,,,,,Table C1,323,DOI: https://doi.org/10.2172/711239
16,Stainless Steel,SS316H,H,,TIMKN 372,0.065,0.31,1.75,0.025,0.0175,13.5,17,2.35,0,0.05,0.02,64.58949999999999,0.01,0.003,0.2,0,0,0,0,0,0,0,0.1,0,0.01,0,,,Thermal Treatment,,1065,0.5,,,,,,,,No,,Rod,Cylindrical,Sub-Size,Uniaxial,31.75,6.35,,,unnotched,,,,262,649,10.4,,,,,,,Table C1,324,DOI: https://doi.org/10.2172/711239
16,Stainless Steel,SS316H,H,,TIMKN 372,0.065,0.31,1.75,0.025,0.0175,13.5,17,2.35,0,0.05,0.02,64.58949999999999,0.01,0.003,0.2,0,0,0,0,0,0,0,0.1,0,0.01,0,,,Thermal Treatment,,1065,0.5,,,,,,,,No,,Rod,Cylindrical,Sub-Size,Uniaxial,31.75,6.35,,,unnotched,,,,172,649,984,,,,,,,Table C1,325,DOI: https://doi.org/10.2172/711239
16,Stainless Steel,SS316H,H,,TIMKN 372,0.065,0.31,1.75,0.025,0.0175,13.5,17,2.35,0,0.05,0.02,64.58949999999999,0.01,0.003,0.2,0,0,0,0,0,0,0,0.1,0,0.01,0,,,Thermal Treatment,,1065,0.5,,,,,,,,No,,Rod,Cylindrical,Sub-Size,Uniaxial,31.75,6.35,,,unnotched,,,,117,649,13056,,,,,,,Table C1,326,DOI: https://doi.org/10.2172/711239
16,Stainless Steel,SS316H,H,,TIMKN 372,0.065,0.31,1.75,0.025,0.0175,13.5,17,2.35,0,0.05,0.02,64.58949999999999,0.01,0.003,0.2,0,0,0,0,0,0,0,0.1,0,0.01,0,,,Thermal Treatment,,1065,0.5,,,,,,,,No,,Rod,Cylindrical,Sub-Size,Uniaxial,31.75,6.35,,,unnotched,,,,303,704,0.2,,,,,,,Table C1,327,DOI: https://doi.org/10.2172/711239
16,Stainless Steel,SS316H,H,,TIMKN 372,0.065,0.31,1.75,0.025,0.0175,13.5,17,2.35,0,0.05,0.02,64.58949999999999,0.01,0.003,0.2,0,0,0,0,0,0,0,0.1,0,0.01,0,,,Thermal Treatment,,1065,0.5,,,,,,,,No,,Rod,Cylindrical,Sub-Size,Uniaxial,31.75,6.35,,,unnotched,,,,241,704,2.5,,,,,,,Table C1,328,DOI: https://doi.org/10.2172/711239
16,Stainless Steel,SS316H,H,,TIMKN 372,0.065,0.31,1.75,0.025,0.0175,13.5,17,2.35,0,0.05,0.02,64.58949999999999,0.01,0.003,0.2,0,0,0,0,0,0,0,0.1,0,0.01,0,,,Thermal Treatment,,1065,0.5,,,,,,,,No,,Rod,Cylindrical,Sub-Size,Uniaxial,31.75,6.35,,,unnotched,,,,221,704,7,,,,,,,Table C1,329,DOI: https://doi.org/10.2172/711239
16,Stainless Steel,SS316H,H,,TIMKN 372,0.065,0.31,1.75,0.025,0.0175,13.5,17,2.35,0,0.05,0.02,64.58949999999999,0.01,0.003,0.2,0,0,0,0,0,0,0,0.1,0,0.01,0,,,Thermal Treatment,,1065,0.5,,,,,,,,No,,Rod,Cylindrical,Sub-Size,Uniaxial,31.75,6.35,,,unnotched,,,,152,704,290,,,,,,,Table C1,330,DOI: https://doi.org/10.2172/711239
16,Stainless Steel,SS316H,H,,TIMKN 372,0.065,0.31,1.75,0.025,0.0175,13.5,17,2.35,0,0.05,0.02,64.58949999999999,0.01,0.003,0.2,0,0,0,0,0,0,0,0.1,0,0.01,0,,,Thermal Treatment,,1065,0.5,,,,,,,,No,,Rod,Cylindrical,Sub-Size,Uniaxial,31.75,6.35,,,unnotched,,,,131,704,671,,,,,,,Table C1,331,DOI: https://doi.org/10.2172/711239
16,Stainless Steel,SS316H,H,,TIMKN 372,0.065,0.31,1.75,0.025,0.0175,13.5,17,2.35,0,0.05,0.02,64.58949999999999,0.01,0.003,0.2,0,0,0,0,0,0,0,0.1,0,0.01,0,,,Thermal Treatment,,1065,0.5,,,,,,,,No,,Rod,Cylindrical,Sub-Size,Uniaxial,31.75,6.35,,,unnotched,,,,117,704,1472,,,,,,,Table C1,332,DOI: https://doi.org/10.2172/711239
16,Stainless Steel,SS316H,H,,USS 373,0.065,0.31,1.75,0.025,0.0175,13.5,17,2.35,0,0.05,0.02,64.58949999999999,0.01,0.003,0.2,0,0,0,0,0,0,0,0.1,0,0.01,0,,,Thermal Treatment,,1065,0.5,,,,,,,,No,,Rod,Cylindrical,Sub-Size,Uniaxial,31.75,6.35,,,unnotched,,,,255,704,3.8,4.59,,,,,,Table C1,333,DOI: https://doi.org/10.2172/711239
16,Stainless Steel,SS316H,H,,USS 373,0.065,0.31,1.75,0.025,0.0175,13.5,17,2.35,0,0.05,0.02,64.58949999999999,0.01,0.003,0.2,0,0,0,0,0,0,0,0.1,0,0.01,0,,,Thermal Treatment,,1065,0.5,,,,,,,,No,,Rod,Cylindrical,Sub-Size,Uniaxial,31.75,6.35,,,unnotched,,,,221,704,12.2,1.129,,,,,,Table C1,334,DOI: https://doi.org/10.2172/711239
16,Stainless Steel,SS316H,H,,USS 373,0.065,0.31,1.75,0.025,0.0175,13.5,17,2.35,0,0.05,0.02,64.58949999999999,0.01,0.003,0.2,0,0,0,0,0,0,0,0.1,0,0.01,0,,,Thermal Treatment,,1065,0.5,,,,,,,,No,,Rod,Cylindrical,Sub-Size,Uniaxial,31.75,6.35,,,unnotched,,,,165,704,93,0.154,,,,,,Table C1,335,DOI: https://doi.org/10.2172/711239
16,Stainless Steel,SS316H,H,,USS 373,0.065,0.31,1.75,0.025,0.0175,13.5,17,2.35,0,0.05,0.02,64.58949999999999,0.01,0.003,0.2,0,0,0,0,0,0,0,0.1,0,0.01,0,,,Thermal Treatment,,1065,0.5,,,,,,,,No,,Rod,Cylindrical,Sub-Size,Uniaxial,31.75,6.35,,,unnotched,,,,138,704,327,0.446,,,,,,Table C1,336,DOI: https://doi.org/10.2172/711239
16,Stainless Steel,SS316H,H,,B-W 230,0.065,0.31,1.75,0.025,0.0175,13.5,17,2.35,0,0.05,0.02,64.58949999999999,0.01,0.003,0.2,0,0,0,0,0,0,0,0.1,0,0.01,0,,,Thermal Treatment,,1065,0.5,,,,,,,,No,,Rod,Cylindrical,Sub-Size,Uniaxial,31.75,6.35,,,unnotched,,,,138,732,37,,,,,,,Table C1,337,DOI: https://doi.org/10.2172/711239
16,Stainless Steel,SS316H,H,,B-W 230,0.065,0.31,1.75,0.025,0.0175,13.5,17,2.35,0,0.05,0.02,64.58949999999999,0.01,0.003,0.2,0,0,0,0,0,0,0,0.1,0,0.01,0,,,Thermal Treatment,,1065,0.5,,,,,,,,No,,Rod,Cylindrical,Sub-Size,Uniaxial,31.75,6.35,,,unnotched,,,,103,732,283.8,,,,,,,Table C1,338,DOI: https://doi.org/10.2172/711239
16,Stainless Steel,SS316H,H,,B-W 230,0.065,0.31,1.75,0.025,0.0175,13.5,17,2.35,0,0.05,0.02,64.58949999999999,0.01,0.003,0.2,0,0,0,0,0,0,0,0.1,0,0.01,0,,,Thermal Treatment,,1065,0.5,,,,,,,,No,,Rod,Cylindrical,Sub-Size,Uniaxial,31.75,6.35,,,unnotched,,,,48,732,9133,,,,,,,Table C1,339,DOI: https://doi.org/10.2172/711239
16,Stainless Steel,SS316H,H,,B-W 230,0.065,0.31,1.75,0.025,0.0175,13.5,17,2.35,0,0.05,0.02,64.58949999999999,0.01,0.003,0.2,0,0,0,0,0,0,0,0.1,0,0.01,0,,,Thermal Treatment,,1065,0.5,,,,,,,,No,,Rod,Cylindrical,Sub-Size,Uniaxial,31.75,6.35,,,unnotched,,,,138,732,38.7,,,,,,,Table C1,340,DOI: https://doi.org/10.2172/711239
16,Stainless Steel,SS316H,H,,B-W 230,0.065,0.31,1.75,0.025,0.0175,13.5,17,2.35,0,0.05,0.02,64.58949999999999,0.01,0.003,0.2,0,0,0,0,0,0,0,0.1,0,0.01,0,,,Thermal Treatment,,1065,0.5,,,,,,,,No,,Rod,Cylindrical,Sub-Size,Uniaxial,31.75,6.35,,,unnotched,,,,103,732,218.1,,,,,,,Table C1,341,DOI: https://doi.org/10.2172/711239
16,Stainless Steel,SS316H,H,,B-W 230,0.065,0.31,1.75,0.025,0.0175,13.5,17,2.35,0,0.05,0.02,64.58949999999999,0.01,0.003,0.2,0,0,0,0,0,0,0,0.1,0,0.01,0,,,Thermal Treatment,,1065,0.5,,,,,,,,No,,Rod,Cylindrical,Sub-Size,Uniaxial,31.75,6.35,,,unnotched,,,,48,732,13848.2,,,,,,,Table C1,342,DOI: https://doi.org/10.2172/711239
16,Stainless Steel,SS316H,H,,B-W 230,0.065,0.31,1.75,0.025,0.0175,13.5,17,2.35,0,0.05,0.02,64.58949999999999,0.01,0.003,0.2,0,0,0,0,0,0,0,0.1,0,0.01,0,,,Thermal Treatment,,1065,0.5,,,,,,,,No,,Rod,Cylindrical,Sub-Size,Uniaxial,31.75,6.35,,,unnotched,,,,114,732,93.4,,,,,,,Table C1,343,DOI: https://doi.org/10.2172/711239
16,Stainless Steel,SS316H,H,,B-W 230,0.065,0.31,1.75,0.025,0.0175,13.5,17,2.35,0,0.05,0.02,64.58949999999999,0.01,0.003,0.2,0,0,0,0,0,0,0,0.1,0,0.01,0,,,Thermal Treatment,,1065,0.5,,,,,,,,No,,Rod,Cylindrical,Sub-Size,Uniaxial,31.75,6.35,,,unnotched,,,,79,732,1560.5,,,,,,,Table C1,344,DOI: https://doi.org/10.2172/711239
