,Material Class,,,,"Composition, wt.%",,,,,,,,,,,,,,,,,,,,,,,,,,,Treatment,,,,,,,,,,,Irradiation Conditions,,,,Specimen Dimensions,,,,,,,,,,,Creep properties,,,,,,,,,,,,
Reference,Alloy Group,Alloy Designation,Alloy Grade,Class,Heat,"C, wt.%","Si, wt.%","Mn, wt.%","P, wt.%","S, wt.%","Ni, wt.%","Cr, wt.%","Mo, wt.%","Al, wt.%","N, wt.%","Ti, wt.%","Fe, wt.%","Nb, wt.%","B, wt.%","Cu, wt.%","V, wt.%","Mg, wt.%","Y, wt.%","Zr, wt.%","Zn, wt.%","W, wt.%","Sn, wt.%","Co, wt.%","O, wt.%","Ta, wt.%","H, wt.%",Manufacturing,Treatment,Treatment categories,"Treatment temperature, C","Post treatment temperature, C","Post treatment time, h",Cooling,Finishing process,Microstructure,Morphology,Grain size (μm),Irradiation Dose,Irradiation Temperature,Irradiated Specimen,Irradiation Time (h),Specimen Stock Type,Specimen Shape,Specimen Size,Creep Test Type,Length (mm),Thickness (mm),Fillet radius R (mm),Width (mm),Notch,Aspect ratio (L/w),Aspect ratio (t/w),Creep Test Type,Stress (Mpa),Temperature of Creep Test (C),Creep Rupture Life (h),Minimum Creep Rate (%/h),Strain to Rupture (%),Reduction of Area (%),Time (h),Strain (%),Vacuum,Comments and Notes,Sample Identiefiers,Source
44,Stainless Steel,SS304H,H,,330,0.068,0.59,0.83,0.018,0.008,9.43,18.2,0.07,0,0.031,0.002,70.4868,0.01,0,0.15,0.025,0,0,0,0,0.006,0.02,0.05,0.0042,0.0005,0.0005,,,,,,,,,,,45,,,No,,Rod,Cylindrical,Sub-Size,Uniaxial,31.8,6.35,,,unnotched,,,,172,649,74.9,0.28,38.2,42.2,,,,,2638,DOI: https://doi.org/10.1115/1.3454303
44,Stainless Steel,SS304H,H,,330,0.068,0.59,0.83,0.018,0.008,9.43,18.2,0.07,0,0.031,0.002,70.4868,0.01,0,0.15,0.025,0,0,0,0,0.006,0.02,0.05,0.0042,0.0005,0.0005,,,,,,,,,,,45,,,No,,Rod,Cylindrical,Sub-Size,Uniaxial,31.8,6.35,,,unnotched,,,,207,593,738.4,0.0023,2.7,14.7,,,,,2639,DOI: https://doi.org/10.1115/1.3454303
44,Stainless Steel,SS304H,H,,330,0.068,0.59,0.83,0.018,0.008,9.43,18.2,0.07,0,0.031,0.002,70.4868,0.01,0,0.15,0.025,0,0,0,0,0.006,0.02,0.05,0.0042,0.0005,0.0005,,,,,,,,,,,45,,,No,,Rod,Cylindrical,Sub-Size,Uniaxial,31.8,6.35,,,unnotched,,,,241,593,168.1,0.022,8.5,15.3,,,,,2640,DOI: https://doi.org/10.1115/1.3454303
44,Stainless Steel,SS304H,H,,380,0.063,0.55,0.97,0.018,0.01,8.3,18.4,0.07,0,0.068,0.004,71.2956,0.01,0,0.1,0.028,0,0,0,0,0.016,0.02,0.05,0.026,0.0005,0.0009,,,,,,,,,,,78,,,No,,Rod,Cylindrical,Sub-Size,Uniaxial,31.8,6.35,,,unnotched,,,,317,538,128.1,0.02,6.6,18.2,,,,,2641,DOI: https://doi.org/10.1115/1.3454303
44,Stainless Steel,SS304H,H,,380,0.063,0.55,0.97,0.018,0.01,8.3,18.4,0.07,0,0.068,0.004,71.2956,0.01,0,0.1,0.028,0,0,0,0,0.016,0.02,0.05,0.026,0.0005,0.0009,,Reannealed,Thermal Treatment,,1065,0.5,,,,,64,,,No,,Rod,Cylindrical,Sub-Size,Uniaxial,31.8,6.35,,,unnotched,,,,207,593,741.5,0.0034,3.6,11.5,,,,,2642,DOI: https://doi.org/10.1115/1.3454303
44,Stainless Steel,SS304H,H,,380,0.063,0.55,0.97,0.018,0.01,8.3,18.4,0.07,0,0.068,0.004,71.2956,0.01,0,0.1,0.028,0,0,0,0,0.016,0.02,0.05,0.026,0.0005,0.0009,,Reannealed,Thermal Treatment,,1065,0.5,,,,,64,,,No,,Rod,Cylindrical,Sub-Size,Uniaxial,31.8,6.35,,,unnotched,,,,241,593,102.8,0.046,6.1,17.7,,,,,2643,DOI: https://doi.org/10.1115/1.3454303
44,Stainless Steel,SS304H,H,,380,0.063,0.55,0.97,0.018,0.01,8.3,18.4,0.07,0,0.068,0.004,71.2956,0.01,0,0.1,0.028,0,0,0,0,0.016,0.02,0.05,0.026,0.0005,0.0009,,Reannealed,Thermal Treatment,,1065,0.5,,,,,64,,,No,,Rod,Cylindrical,Sub-Size,Uniaxial,31.8,6.35,,,unnotched,,,,241,593,323.3,0.017,7.1,17.3,,,,,2644,DOI: https://doi.org/10.1115/1.3454303
44,Stainless Steel,SS304H,H,,380,0.063,0.55,0.97,0.018,0.01,8.3,18.4,0.07,0,0.068,0.004,71.2956,0.01,0,0.1,0.028,0,0,0,0,0.016,0.02,0.05,0.026,0.0005,0.0009,,,,,,,,,,,78,,,No,,Rod,Cylindrical,Sub-Size,Uniaxial,31.8,6.35,,,unnotched,,,,172,649,303.9,0.026,23.6,30.3,,,,,2645,DOI: https://doi.org/10.1115/1.3454303
44,Stainless Steel,SS304H,H,,390,0.066,0.6,1.52,0.018,0.006,8.75,18.6,0.3,0,0.086,0.001,69.69590000000001,0.016,0.002,0.2,0.02,0,0,0,0,0.043,0.0002,0.07,0.0052,0.0006,0.0001,,,,,,,,,,,78,,,No,,Rod,Cylindrical,Sub-Size,Uniaxial,31.8,6.35,,,unnotched,,,,241,593,287,0.013,9.8,13.4,,,,,2646,DOI: https://doi.org/10.1115/1.3454303
44,Stainless Steel,SS304H,H,,390,0.066,0.6,1.52,0.018,0.006,8.75,18.6,0.3,0,0.086,0.001,69.69590000000001,0.016,0.002,0.2,0.02,0,0,0,0,0.043,0.0002,0.07,0.0052,0.0006,0.0001,,Reannealed,Thermal Treatment,,1065,0.5,,,,,97,,,No,,Rod,Cylindrical,Sub-Size,Uniaxial,31.8,6.35,,,unnotched,,,,241,593,295.7,0.013,8.9,15.8,,,,,2647,DOI: https://doi.org/10.1115/1.3454303
44,Stainless Steel,SS304H,H,,414,0.073,0.69,0.94,0.016,0.015,9.52,18.7,0.1,0,0.058,0.002,69.6341,0.01,0,0.1,0.025,0,0,0,0,0.027,0.02,0.05,0.019,0.0005,0.0004,,,,,,,,,,,97,,,No,,Rod,Cylindrical,Sub-Size,Uniaxial,31.8,6.35,,,unnotched,,,,317,538,252.6,0.0063,8.2,22.8,,,,,2648,DOI: https://doi.org/10.1115/1.3454303
44,Stainless Steel,SS304H,H,,414,0.073,0.69,0.94,0.016,0.015,9.52,18.7,0.1,0,0.058,0.002,69.6341,0.01,0,0.1,0.025,0,0,0,0,0.027,0.02,0.05,0.019,0.0005,0.0004,,,,,,,,,,,97,,,No,,Rod,Cylindrical,Sub-Size,Uniaxial,31.8,6.35,,,unnotched,,,,207,593,1958.6,0.0012,15.1,19,,,,,2649,DOI: https://doi.org/10.1115/1.3454303
44,Stainless Steel,SS304H,H,,414,0.073,0.69,0.94,0.016,0.015,9.52,18.7,0.1,0,0.058,0.002,69.6341,0.01,0,0.1,0.025,0,0,0,0,0.027,0.02,0.05,0.019,0.0005,0.0004,,,,,,,,,,,97,,,No,,Rod,Cylindrical,Sub-Size,Uniaxial,31.8,6.35,,,unnotched,,,,241,593,325.9,0.012,10.7,21.5,,,,,2650,DOI: https://doi.org/10.1115/1.3454303
44,Stainless Steel,SS304H,H,,414,0.073,0.69,0.94,0.016,0.015,9.52,18.7,0.1,0,0.058,0.002,69.6341,0.01,0,0.1,0.025,0,0,0,0,0.027,0.02,0.05,0.019,0.0005,0.0004,,Reannealed,Thermal Treatment,,1065,0.5,,,,,140,,,No,,Rod,Cylindrical,Sub-Size,Uniaxial,31.8,6.35,,,unnotched,,,,207,593,1795.7,0.0024,12.1,17.9,,,,,2651,DOI: https://doi.org/10.1115/1.3454303
44,Stainless Steel,SS304H,H,,414,0.073,0.69,0.94,0.016,0.015,9.52,18.7,0.1,0,0.058,0.002,69.6341,0.01,0,0.1,0.025,0,0,0,0,0.027,0.02,0.05,0.019,0.0005,0.0004,,Reannealed,Thermal Treatment,,1065,0.5,,,,,140,,,No,,Rod,Cylindrical,Sub-Size,Uniaxial,31.8,6.35,,,unnotched,,,,241,593,119.5,0.025,9.5,14,,,,,2652,DOI: https://doi.org/10.1115/1.3454303
44,Stainless Steel,SS304H,H,,414,0.073,0.69,0.94,0.016,0.015,9.52,18.7,0.1,0,0.058,0.002,69.6341,0.01,0,0.1,0.025,0,0,0,0,0.027,0.02,0.05,0.019,0.0005,0.0004,,Reannealed,Thermal Treatment,,1065,0.5,,,,,140,,,No,,Rod,Cylindrical,Sub-Size,Uniaxial,31.8,6.35,,,unnotched,,,,241,593,415.6,0.012,9.6,23,,,,,2653,DOI: https://doi.org/10.1115/1.3454303
44,Stainless Steel,SS304H,H,,414,0.073,0.69,0.94,0.016,0.015,9.52,18.7,0.1,0,0.058,0.002,69.6341,0.01,0,0.1,0.025,0,0,0,0,0.027,0.02,0.05,0.019,0.0005,0.0004,,,,,,,,,,,97,,,No,,Rod,Cylindrical,Sub-Size,Uniaxial,31.8,6.35,,,unnotched,,,,172,649,340.1,0.024,27.8,33.2,,,,,2654,DOI: https://doi.org/10.1115/1.3454303
44,Stainless Steel,SS304H,H,,414,0.073,0.69,0.94,0.016,0.015,9.52,18.7,0.1,0,0.058,0.002,69.6341,0.01,0,0.1,0.025,0,0,0,0,0.027,0.02,0.05,0.019,0.0005,0.0004,,Reannealed,Thermal Treatment,,1065,0.5,,,,,140,,,No,,Rod,Cylindrical,Sub-Size,Uniaxial,31.8,6.35,,,unnotched,,,,172,649,266.3,0.039,31.2,41.4,,,,,2655,DOI: https://doi.org/10.1115/1.3454303
44,Stainless Steel,SS304H,H,,544,0.063,0.47,0.99,0.023,0.006,9.12,18.4,0.2,0,0.019,0.017,70.44650000000001,0.005,0.0002,0.12,0.025,0,0,0,0,0.026,0.01,0.05,0.0081,0.0006,0.0006,,,,,,,,,,,78,,,No,,Rod,Cylindrical,Sub-Size,Uniaxial,31.8,6.35,,,unnotched,,,,317,538,120.1,0.066,24,23,,,,,2656,DOI: https://doi.org/10.1115/1.3454303
44,Stainless Steel,SS304H,H,,544,0.063,0.47,0.99,0.023,0.006,9.12,18.4,0.2,0,0.019,0.017,70.44650000000001,0.005,0.0002,0.12,0.025,0,0,0,0,0.026,0.01,0.05,0.0081,0.0006,0.0006,,Reannealed,Thermal Treatment,,1065,0.5,,,,,48,,,No,,Rod,Cylindrical,Sub-Size,Uniaxial,31.8,6.35,,,unnotched,,,,317,538,139.3,0.054,11.8,24.3,,,,,2657,DOI: https://doi.org/10.1115/1.3454303
44,Stainless Steel,SS304H,H,,544,0.063,0.47,0.99,0.023,0.006,9.12,18.4,0.2,0,0.019,0.017,70.44650000000001,0.005,0.0002,0.12,0.025,0,0,0,0,0.026,0.01,0.05,0.0081,0.0006,0.0006,,,,,,,,,,,78,,,No,,Rod,Cylindrical,Sub-Size,Uniaxial,31.8,6.35,,,unnotched,,,,207,593,431,0.017,16.1,21.1,,,,,2658,DOI: https://doi.org/10.1115/1.3454303
44,Stainless Steel,SS304H,H,,544,0.063,0.47,0.99,0.023,0.006,9.12,18.4,0.2,0,0.019,0.017,70.44650000000001,0.005,0.0002,0.12,0.025,0,0,0,0,0.026,0.01,0.05,0.0081,0.0006,0.0006,,,,,,,,,,,78,,,No,,Rod,Cylindrical,Sub-Size,Uniaxial,31.8,6.35,,,unnotched,,,,241,593,66.3,0.19,17.1,23.8,,,,,2659,DOI: https://doi.org/10.1115/1.3454303
44,Stainless Steel,SS304H,H,,544,0.063,0.47,0.99,0.023,0.006,9.12,18.4,0.2,0,0.019,0.017,70.44650000000001,0.005,0.0002,0.12,0.025,0,0,0,0,0.026,0.01,0.05,0.0081,0.0006,0.0006,,Reannealed,Thermal Treatment,,1065,0.5,,,,,48,,,No,,Rod,Cylindrical,Sub-Size,Uniaxial,31.8,6.35,,,unnotched,,,,207,593,356.1,0.022,17.8,22.8,,,,,2660,DOI: https://doi.org/10.1115/1.3454303
44,Stainless Steel,SS304H,H,,544,0.063,0.47,0.99,0.023,0.006,9.12,18.4,0.2,0,0.019,0.017,70.44650000000001,0.005,0.0002,0.12,0.025,0,0,0,0,0.026,0.01,0.05,0.0081,0.0006,0.0006,,Reannealed,Thermal Treatment,,1065,0.5,,,,,48,,,No,,Rod,Cylindrical,Sub-Size,Uniaxial,31.8,6.35,,,unnotched,,,,241,593,62,0.19,17.2,24,,,,,2661,DOI: https://doi.org/10.1115/1.3454303
44,Stainless Steel,SS304H,H,,544,0.063,0.47,0.99,0.023,0.006,9.12,18.4,0.2,0,0.019,0.017,70.44650000000001,0.005,0.0002,0.12,0.025,0,0,0,0,0.026,0.01,0.05,0.0081,0.0006,0.0006,,,,,,,,,,,78,,,No,,Rod,Cylindrical,Sub-Size,Uniaxial,31.8,6.35,,,unnotched,,,,172,649,45.6,0.59,47,,,,,,2662,DOI: https://doi.org/10.1115/1.3454303
44,Stainless Steel,SS304H,H,,544,0.063,0.47,0.99,0.023,0.006,9.12,18.4,0.2,0,0.019,0.017,70.44650000000001,0.005,0.0002,0.12,0.025,0,0,0,0,0.026,0.01,0.05,0.0081,0.0006,0.0006,,Reannealed,Thermal Treatment,,1065,0.5,,,,,48,,,No,,Rod,Cylindrical,Sub-Size,Uniaxial,31.8,6.35,,,unnotched,,,,172,649,44.5,0.46,33.5,33.8,,,,,2663,DOI: https://doi.org/10.1115/1.3454303
44,Stainless Steel,SS304H,H,,551,0.043,0.59,1.2,0.022,0.018,9.4,18.5,0.3,0,0.027,0.025,69.3972,0.014,0.001,0.25,0.05,0,0,0,0,0.049,0.01,0.08,0.022,0.0005,0.0013,,,,,,,,,,,78,,,No,,Rod,Cylindrical,Sub-Size,Uniaxial,31.8,6.35,,,unnotched,,,,207,593,1507.5,0.0067,29.1,44.9,,,,,2664,DOI: https://doi.org/10.1115/1.3454303
44,Stainless Steel,SS304H,H,,551,0.043,0.59,1.2,0.022,0.018,9.4,18.5,0.3,0,0.027,0.025,69.3972,0.014,0.001,0.25,0.05,0,0,0,0,0.049,0.01,0.08,0.022,0.0005,0.0013,,,,,,,,,,,78,,,No,,Rod,Cylindrical,Sub-Size,Uniaxial,31.8,6.35,,,unnotched,,,,241,593,189.6,0.068,32.8,44.5,,,,,2665,DOI: https://doi.org/10.1115/1.3454303
44,Stainless Steel,SS304H,H,,551,0.043,0.59,1.2,0.022,0.018,9.4,18.5,0.3,0,0.027,0.025,69.3972,0.014,0.001,0.25,0.05,0,0,0,0,0.049,0.01,0.08,0.022,0.0005,0.0013,,Reannealed,Thermal Treatment,,1065,0.5,,,,,87,,,No,,Rod,Cylindrical,Sub-Size,Uniaxial,31.8,6.35,,,unnotched,,,,207,593,1788.5,0.037,24.7,43.2,,,,,2666,DOI: https://doi.org/10.1115/1.3454303
44,Stainless Steel,SS304H,H,,551,0.043,0.59,1.2,0.022,0.018,9.4,18.5,0.3,0,0.027,0.025,69.3972,0.014,0.001,0.25,0.05,0,0,0,0,0.049,0.01,0.08,0.022,0.0005,0.0013,,Reannealed,Thermal Treatment,,1065,0.5,,,,,87,,,No,,Rod,Cylindrical,Sub-Size,Uniaxial,31.8,6.35,,,unnotched,,,,241,593,299.4,0.038,23.3,33.3,,,,,2667,DOI: https://doi.org/10.1115/1.3454303
44,Stainless Steel,SS304H,H,,551,0.043,0.59,1.2,0.022,0.018,9.4,18.5,0.3,0,0.027,0.025,69.3972,0.014,0.001,0.25,0.05,0,0,0,0,0.049,0.01,0.08,0.022,0.0005,0.0013,,Reannealed,Thermal Treatment,,1065,0.5,,,,,87,,,No,,Rod,Cylindrical,Sub-Size,Uniaxial,31.8,6.35,,,unnotched,,,,241,593,257.4,0.041,23.4,35.7,,,,,2668,DOI: https://doi.org/10.1115/1.3454303
44,Stainless Steel,SS304H,H,,697,0.057,0.5,0.91,0.016,0.037,9.38,18.5,0.05,0,0.034,0.002,70.284,0.003,0,0.1,0.03,0,0,0,0,0.011,0.02,0.05,0.015,0.0005,0.0005,,,,,,,,,,,115,,,No,,Rod,Cylindrical,Sub-Size,Uniaxial,31.8,6.35,,,unnotched,,,,207,593,412.6,0.043,30,24.1,,,,,2669,DOI: https://doi.org/10.1115/1.3454303
44,Stainless Steel,SS304H,H,,697,0.057,0.5,0.91,0.016,0.037,9.38,18.5,0.05,0,0.034,0.002,70.284,0.003,0,0.1,0.03,0,0,0,0,0.011,0.02,0.05,0.015,0.0005,0.0005,,,,,,,,,,,115,,,No,,Rod,Cylindrical,Sub-Size,Uniaxial,31.8,6.35,,,unnotched,,,,207,593,406.4,0.027,16,20.1,,,,,2670,DOI: https://doi.org/10.1115/1.3454303
44,Stainless Steel,SS304H,H,,697,0.057,0.5,0.91,0.016,0.037,9.38,18.5,0.05,0,0.034,0.002,70.284,0.003,0,0.1,0.03,0,0,0,0,0.011,0.02,0.05,0.015,0.0005,0.0005,,,,,,,,,,,115,,,No,,Rod,Cylindrical,Sub-Size,Uniaxial,31.8,6.35,,,unnotched,,,,241,593,46,0.15,10,22.5,,,,,2671,DOI: https://doi.org/10.1115/1.3454303
44,Stainless Steel,SS304H,H,,697,0.057,0.5,0.91,0.016,0.037,9.38,18.5,0.05,0,0.034,0.002,70.284,0.003,0,0.1,0.03,0,0,0,0,0.011,0.02,0.05,0.015,0.0005,0.0005,,Reannealed,Thermal Treatment,,1065,0.5,,,,,220,,,No,,Rod,Cylindrical,Sub-Size,Uniaxial,31.8,6.35,,,unnotched,,,,207,593,193,0.049,13.5,23.9,,,,,2672,DOI: https://doi.org/10.1115/1.3454303
44,Stainless Steel,SS304H,H,,697,0.057,0.5,0.91,0.016,0.037,9.38,18.5,0.05,0,0.034,0.002,70.284,0.003,0,0.1,0.03,0,0,0,0,0.011,0.02,0.05,0.015,0.0005,0.0005,,Reannealed,Thermal Treatment,,1065,0.5,,,,,220,,,No,,Rod,Cylindrical,Sub-Size,Uniaxial,31.8,6.35,,,unnotched,,,,241,593,24,0.34,12,23.9,,,,,2673,DOI: https://doi.org/10.1115/1.3454303
44,Stainless Steel,SS304H,H,,737,0.064,0.5,1.71,0.026,0.012,9.01,18.3,0.3,0,0.075,0.001,69.35815,0.014,5e-05,0.5,0.031,0,0,0,0,0.016,0.005,0.07,0.0072,0.0005,0.0001,,,,,,,,,,,78,,,No,,Rod,Cylindrical,Sub-Size,Uniaxial,31.8,6.35,,,unnotched,,,,241,593,1174.5,0.0047,37.6,51.1,,,,,2674,DOI: https://doi.org/10.1115/1.3454303
44,Stainless Steel,SS304H,H,,737,0.064,0.5,1.71,0.026,0.012,9.01,18.3,0.3,0,0.075,0.001,69.35815,0.014,5e-05,0.5,0.031,0,0,0,0,0.016,0.005,0.07,0.0072,0.0005,0.0001,,Reannealed,Thermal Treatment,,1065,0.5,,,,,104,,,No,,Rod,Cylindrical,Sub-Size,Uniaxial,31.8,6.35,,,unnotched,,,,241,593,864.6,0.0065,31.3,57.6,,,,,2675,DOI: https://doi.org/10.1115/1.3454303
44,Stainless Steel,SS304H,H,,779,0.065,0.47,0.94,0.024,0.005,9.46,18.1,0.2,0,0.023,0.01,70.4288,0.0035,0.0002,0.16,0.029,0,0,0,0,0.043,0.01,0.02,0.0056,0.002,0.0009,,,,,,,,,,,76,,,No,,Rod,Cylindrical,Sub-Size,Uniaxial,31.8,6.35,,,unnotched,,,,207,593,599.3,0.01,17.3,19.4,,,,,2676,DOI: https://doi.org/10.1115/1.3454303
44,Stainless Steel,SS304H,H,,779,0.065,0.47,0.94,0.024,0.005,9.46,18.1,0.2,0,0.023,0.01,70.4288,0.0035,0.0002,0.16,0.029,0,0,0,0,0.043,0.01,0.02,0.0056,0.002,0.0009,,,,,,,,,,,76,,,No,,Rod,Cylindrical,Sub-Size,Uniaxial,31.8,6.35,,,unnotched,,,,241,593,80.1,0.1,13.9,18.1,,,,,2677,DOI: https://doi.org/10.1115/1.3454303
44,Stainless Steel,SS304H,H,,779,0.065,0.47,0.94,0.024,0.005,9.46,18.1,0.2,0,0.023,0.01,70.4288,0.0035,0.0002,0.16,0.029,0,0,0,0,0.043,0.01,0.02,0.0056,0.002,0.0009,,Reannealed,Thermal Treatment,,1065,0.5,,,,,68,,,No,,Rod,Cylindrical,Sub-Size,Uniaxial,31.8,6.35,,,unnotched,,,,207,593,280.4,0.021,12.4,18.2,,,,,2678,DOI: https://doi.org/10.1115/1.3454303
44,Stainless Steel,SS304H,H,,779,0.065,0.47,0.94,0.024,0.005,9.46,18.1,0.2,0,0.023,0.01,70.4288,0.0035,0.0002,0.16,0.029,0,0,0,0,0.043,0.01,0.02,0.0056,0.002,0.0009,,Reannealed,Thermal Treatment,,1065,0.5,,,,,68,,,No,,Rod,Cylindrical,Sub-Size,Uniaxial,31.8,6.35,,,unnotched,,,,241,593,82.8,0.096,13.9,17.8,,,,,2679,DOI: https://doi.org/10.1115/1.3454303
44,Stainless Steel,SS304H,H,,796,0.047,0.47,1.22,0.029,0.012,9.58,18.5,0.1,0,0.031,0.003,69.7535,0.008,0,0.1,0.037,0,0,0,0,0.022,0.02,0.05,0.011,0.0005,0.006,,,,,,,,,,,280,,,No,,Rod,Cylindrical,Sub-Size,Uniaxial,31.8,6.35,,,unnotched,,,,317,538,99.5,0.094,11.9,22.9,,,,,2680,DOI: https://doi.org/10.1115/1.3454303
44,Stainless Steel,SS304H,H,,796,0.047,0.47,1.22,0.029,0.012,9.58,18.5,0.1,0,0.031,0.003,69.7535,0.008,0,0.1,0.037,0,0,0,0,0.022,0.02,0.05,0.011,0.0005,0.006,,,,,,,,,,,280,,,No,,Rod,Cylindrical,Sub-Size,Uniaxial,31.8,6.35,,,unnotched,,,,207,593,274.2,0.032,24.9,16.4,,,,,2681,DOI: https://doi.org/10.1115/1.3454303
44,Stainless Steel,SS304H,H,,796,0.047,0.47,1.22,0.029,0.012,9.58,18.5,0.1,0,0.031,0.003,69.7535,0.008,0,0.1,0.037,0,0,0,0,0.022,0.02,0.05,0.011,0.0005,0.006,,,,,,,,,,,280,,,No,,Rod,Cylindrical,Sub-Size,Uniaxial,31.8,6.35,,,unnotched,,,,207,593,231.4,0.045,22.5,24.1,,,,,2682,DOI: https://doi.org/10.1115/1.3454303
44,Stainless Steel,SS304H,H,,796,0.047,0.47,1.22,0.029,0.012,9.58,18.5,0.1,0,0.031,0.003,69.7535,0.008,0,0.1,0.037,0,0,0,0,0.022,0.02,0.05,0.011,0.0005,0.006,,,,,,,,,,,280,,,No,,Rod,Cylindrical,Sub-Size,Uniaxial,31.8,6.35,,,unnotched,,,,241,593,286.7,0.044,22.1,28.2,,,,,2683,DOI: https://doi.org/10.1115/1.3454303
44,Stainless Steel,SS304H,H,,796,0.047,0.47,1.22,0.029,0.012,9.58,18.5,0.1,0,0.031,0.003,69.7535,0.008,0,0.1,0.037,0,0,0,0,0.022,0.02,0.05,0.011,0.0005,0.006,,Reannealed,Thermal Treatment,,1065,0.5,,,,,280,,,No,,Rod,Cylindrical,Sub-Size,Uniaxial,31.8,6.35,,,unnotched,,,,207,593,168.8,0.061,15.4,22.1,,,,,2684,DOI: https://doi.org/10.1115/1.3454303
44,Stainless Steel,SS304H,H,,796,0.047,0.47,1.22,0.029,0.012,9.58,18.5,0.1,0,0.031,0.003,69.7535,0.008,0,0.1,0.037,0,0,0,0,0.022,0.02,0.05,0.011,0.0005,0.006,,Reannealed,Thermal Treatment,,1065,0.5,,,,,280,,,No,,Rod,Cylindrical,Sub-Size,Uniaxial,31.8,6.35,,,unnotched,,,,241,593,43.7,0.35,22.1,27.1,,,,,2685,DOI: https://doi.org/10.1115/1.3454303
44,Stainless Steel,SS304H,H,,796,0.047,0.47,1.22,0.029,0.012,9.58,18.5,0.1,0,0.031,0.003,69.7535,0.008,0,0.1,0.037,0,0,0,0,0.022,0.02,0.05,0.011,0.0005,0.006,,,,,,,,,,,280,,,No,,Rod,Cylindrical,Sub-Size,Uniaxial,31.8,6.35,,,unnotched,,,,172,649,62.7,0.36,35.6,35.9,,,,,2686,DOI: https://doi.org/10.1115/1.3454303
44,Stainless Steel,SS304H,H,,796,0.047,0.47,1.22,0.029,0.012,9.58,18.5,0.1,0,0.031,0.003,69.7535,0.008,0,0.1,0.037,0,0,0,0,0.022,0.02,0.05,0.011,0.0005,0.006,,,,,,,,,,,280,,,No,,Rod,Cylindrical,Sub-Size,Uniaxial,31.8,6.35,,,unnotched,,,,172,649,67.2,0.33,37.5,35.9,,,,,2687,DOI: https://doi.org/10.1115/1.3454303
44,Stainless Steel,SS304H,H,,797,0.059,0.6,1.49,0.028,0.11,9.78,18.3,0.3,0,0.055,0.005,68.81230000000001,0.005,0.002,0.3,0.02,0,0,0,0,0.05,0.005,0.07,0.0075,0.0005,0.0007,,,,,,,,,,,103,,,No,,Rod,Cylindrical,Sub-Size,Uniaxial,31.8,6.35,,,unnotched,,,,207,593,352.6,0.017,14.1,20,,,,,2688,DOI: https://doi.org/10.1115/1.3454303
44,Stainless Steel,SS304H,H,,797,0.059,0.6,1.49,0.028,0.11,9.78,18.3,0.3,0,0.055,0.005,68.81230000000001,0.005,0.002,0.3,0.02,0,0,0,0,0.05,0.005,0.07,0.0075,0.0005,0.0007,,,,,,,,,,,103,,,No,,Rod,Cylindrical,Sub-Size,Uniaxial,31.8,6.35,,,unnotched,,,,241,593,39.8,0.24,19.2,25.6,,,,,2689,DOI: https://doi.org/10.1115/1.3454303
44,Stainless Steel,SS304H,H,,797,0.059,0.6,1.49,0.028,0.11,9.78,18.3,0.3,0,0.055,0.005,68.81230000000001,0.005,0.002,0.3,0.02,0,0,0,0,0.05,0.005,0.07,0.0075,0.0005,0.0007,,Reannealed,Thermal Treatment,,1065,0.5,,,,,150,,,No,,Rod,Cylindrical,Sub-Size,Uniaxial,31.8,6.35,,,unnotched,,,,207,593,138.9,0.039,10.9,21.5,,,,,2690,DOI: https://doi.org/10.1115/1.3454303
44,Stainless Steel,SS304H,H,,797,0.059,0.6,1.49,0.028,0.11,9.78,18.3,0.3,0,0.055,0.005,68.81230000000001,0.005,0.002,0.3,0.02,0,0,0,0,0.05,0.005,0.07,0.0075,0.0005,0.0007,,Reannealed,Thermal Treatment,,1065,0.5,,,,,150,,,No,,Rod,Cylindrical,Sub-Size,Uniaxial,31.8,6.35,,,unnotched,,,,241,593,27.9,0.22,16.1,25.6,,,,,2691,DOI: https://doi.org/10.1115/1.3454303
44,Stainless Steel,SS304L,L,,807,0.029,0.5,1.26,0.024,0.023,9.67,18.8,0.2,0,0.021,0.002,69.2753,0.0015,0.0005,0.11,0.012,0,0,0,0,0.02,0.01,0.03,0.01,0.0005,0.0012,,Reannealed,Thermal Treatment,,1065,0.5,,,,,64,,,No,,Rod,Cylindrical,Sub-Size,Uniaxial,31.8,6.35,,,unnotched,,,,317,538,44.2,0.41,36.9,46.2,,,,,2692,DOI: https://doi.org/10.1115/1.3454303
44,Stainless Steel,SS304L,L,,807,0.029,0.5,1.26,0.024,0.023,9.67,18.8,0.2,0,0.021,0.002,69.2753,0.0015,0.0005,0.11,0.012,0,0,0,0,0.02,0.01,0.03,0.01,0.0005,0.0012,,Reannealed,Thermal Treatment,,1065,0.5,,,,,64,,,No,,Rod,Cylindrical,Sub-Size,Uniaxial,31.8,6.35,,,unnotched,,,,317,538,62.3,0.095,27.1,44.7,,,,,2693,DOI: https://doi.org/10.1115/1.3454303
